Id	Name	LevelUpId	Type	Prefab	Score	MoveType	StartMoveDirection	MoveRange	MoveSpeed	Weight	BornDelay	DestoryTime	CarryStoneId	CatchEffect	IsBoomDestroy	InitialType	IntParams	FloatParams
975	转向点180度（无角度变化）		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab			[180]	[999.0]
976	转向点30度（无角度变化）		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab			[30]	[999.0]
977	转向点-15度（无角度变化）		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab			[-15]	[999.0]
978	转向点-25度（无角度变化）		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab			[-25]	[999.0]
979	巡逻猫猫（右向左）		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	-1	700	120	6			906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
980	巡逻猫猫（左向右）		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMaoEf.prefab	500	1	1	700	120	6			906	Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
981	转向点-33度(10004)		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab			[-39]	[999.0]
982	10024-河蚌-含2904紫色钻石		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2904				[0]	[3.0, 3.0]
983	10024-河蚌-含2905蓝色钻石		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2905				[0]	[4.0, 4.0]
984	10024-河蚌-含2903-大黄金		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2903				[0]	[4.5, 4.5]
985	10024-河蚌-含2903-大黄金		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2903				[0]	[4.5, 4.5]
986	10024-河蚌-含2907-哭哭猫猫		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2907				[0]	[5.0, 5.0]
987	转向点-15度（无角度变化）		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab			[155, 0]	[9999.0]
988	转向点0度（无角度变化）		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab			[-15]	[9999.0]
989	转向点-130度（无角度变化）		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab			[-130]	[9999.0]
990	转向点180度（无角度变化）		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab			[155]	[9999.0]
991	10014-河蚌-含2902-中黄金		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab	500	1	1	2300	200		7.0	70.0	2902				[0]	[60.0, 60.0]
992	出现大石头		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60					300	8.5	70.0			1			
993	出现大石头		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60					300	10.5	70.0			1			
994	出现大石头		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60					300	12.5	70.0			1			
995	出现大石头		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60					300	14.5	70.0			1			
996	出现大石头		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60					300	16.5	70.0			1			
997	出现钻石·蓝		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400					5	22.5	70.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
998	出现钻石·蓝		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400					5	24.0	70.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
999	出现钻石·蓝		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400					5	25.5	70.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1000	出现钻石·蓝		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400					5	27.5	70.0		Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1001	中黄金较轻		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250					50				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1002	道具箱		6	Assets/Product/Ui/ComponentPrefab/GoldenMiner/CatToolCase.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[7]	
1003	转向点0度（无角度变化）		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab			[0]	[999.0]
1004	转向点180度（无角度变化）		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab			[180]	[999.0]
1301	10021-钻石·蓝		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400										1			
1302	10021-石头·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40					200					1			
1303	10021-石头·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60					300					1			
1304	10021-红包		6	Assets/Product/Ui/ComponentPrefab/GoldenMiner/RedEnvelope.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	
1305	10021-定春·右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	510	260	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1306	10021-定春·左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	790	260	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1307	10021-转向点·左		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab													[180]	[999.0]
1308	10021-转向点·右		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab													[35]	[999.0]
1309	10021-黄金·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1310	10021-黄金·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600					300				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1311	10022-河蚌-含2902-中黄金		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2902				[0]	[3.0, 3.0]
1312	10022-钻石·蓝		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1313	10022-钻石·紫		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1314	10022-黄金·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600					300				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1315	10022-石头·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40					200					1			
1316	10022-定春·左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	840	250	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1317	10022-红包箱		6	Assets/Product/Ui/ComponentPrefab/GoldenMiner/RedEnvelope.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	
1318	10022-炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab	1			
1319	10022-转向点		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab													[-150, -90]	[4.0, 7.0]
1320	10023-石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab						30				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1321	10023-钻石·蓝		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1322	10023-钻石·紫		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1323	10023-中黄金		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1324	10023-大黄金		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600					300				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1325	10023-小石头		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20					50					1			
1326	10023-中石头		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40					200					1			
1327	10023-大石头		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60					300					1			
1328	10023-定春·左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	500	260	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1329	10023-定春·右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	500	260	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1330	10023-红包箱		6	Assets/Product/Ui/ComponentPrefab/GoldenMiner/RedEnvelope.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	
1331	10023-炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab	1			
1332	10023-转向点		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab													[40, 135]	[6.0, 6.0]
1333	10024-河蚌-含2902-中黄金		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2902				[0]	[3.0, 3.0]
1334	10024-河蚌·特殊-含2907-哭哭猫猫		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2907				[0]	[3.0, 5.0]
1335	10024-黄金·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1336	10024-黄金·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600					300				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1337	10024-石头·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40					200					1			
1338	10024-石头·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60					300					1			
1339	10024-定春·左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	540	250	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1340	10024-定春·右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	500	250	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1341	10024-定春·特殊		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100					10				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1342	10024-炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab	1			
1343	10024-转向点		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab													[-30, -155]	[5.0, 10.0]
1344	10025-石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab						30				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1345	10025-钻石·蓝		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1346	10025-黄金·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100					10				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1347	10025-黄金·中		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldMid.prefab	250					100				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1348	10025-黄金·大		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldGra.prefab	600					300				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1349	10025-石头·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20					50					1			
1350	10025-石头·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40					200					1			
1351	10025-石头·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60					300					1			
1352	10025-定春·左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	450	250	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1353	10025-定春·右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	250	250	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1354	10025-红包箱		6	Assets/Product/Ui/ComponentPrefab/GoldenMiner/RedEnvelope.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	
1355	10025-卫星石头左1		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	3	90	130	45	5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1356	10025-卫星石头左2		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneSatellite.prefab	20	3	54	130	45	50					1			
1357	10025-卫星石头左3		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800	3	18	130	45	5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1358	10025-卫星石头左4		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneSatellite.prefab	20	3	-18	130	45	50					1			
1359	10025-卫星石头左5		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	3	-54	130	45	5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1360	10025-转向点		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab													[0, 153]	[6.0, 6.0]
1361	10025-转向点		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab													[0]	[9999.0]
1362	10026-石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab						30				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1363	10026-钻石·紫		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1364	10026-红包箱		6	Assets/Product/Ui/ComponentPrefab/GoldenMiner/RedEnvelope.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	
1365	10026-炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab	1			
1366	10026-定春·右往左		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	500	260	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1367	10026-定春·左往右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	700	260	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1368	10026-定春·右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	-1	700	260	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1369	10026-定春·右		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	1	1	650	260	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1370	（废弃）10027-河蚌-含2902-中黄金		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2902				[0]	[3.0, 3.0]
1371	（废弃）10027-石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab						30				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1372	（废弃）10027-黄金·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	90	3	553	-240	10				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1373	（废弃）10027-黄金·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	90	3	477	200	10				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1374	（废弃）10027-黄金·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Gold.prefab	100	90	3	410	-160	10				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1375	（废弃）10027-钻石·蓝		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	90	3	330	130	5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1376	（废弃）10027-钻石·蓝（废弃）		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Diamond.prefab	400	90	3	255	-100	5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1377	10027-定春·左1		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	3	25	140	40	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1378	10027-定春·左2		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	3	70	140	50	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1379	10027-定春·左3		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	3	115	140	60	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1380	10027-定春·左4		5	Assets/Product/Ui/Spine/UiSpine/UiGoldenMinerSpine/UiGoldenMineMao.prefab	500	3	160	140	50	6				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1381	10027-河蚌-含2902-中黄金		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2902				[1]	[3.0, 3.0]
1382	10027-河蚌-含2902-中黄金		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2902				[0]	[3.0, 3.0]
1383	10027-石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab						30				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1384	10028-河蚌-含2902-中黄金		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2902				[0]	[3.0, 3.0]
1385	10028-石榴		11	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Pomegranate.prefab						30				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	[2.0]
1386	10028-钻石·紫		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1387	10028-红包箱		6	Assets/Product/Ui/ComponentPrefab/GoldenMiner/RedEnvelope.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1		[1]	
1388	10028-石头·小		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Stone.prefab	20					50					1			
1389	10028-石头·中		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneMid.prefab	40					200					1			
1390	10028-石头·大		1	Assets/Product/Ui/ComponentPrefab/GoldenMiner/StoneGra.prefab	60					300					1			
1391	10028-炸弹		4	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Boom.prefab										Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleBao1.prefab	1			
1392	10028-转向点·上		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab													[-58, 180]	[5.0, 5.0]
1393	10028-转向点·下		9	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Turning.prefab													[0, 134]	[5.0, 5.0]
1394	10029-黄金·小		2	Assets/Product/Ui/ComponentPrefab/GoldenMiner/GoldStinger.prefab	50					10				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1395	10029-钻石·小		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800					10				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1396	10024-钻石·紫		3	Assets/Product/Ui/ComponentPrefab/GoldenMiner/DiamondMid.prefab	800					5				Assets/Product/Effect/Prefab/FxUi/FxUiGoldenMinerBattle/FxUiGoldenMinerBattleZhua.prefab	1			
1397	10022-河蚌-含2902-中黄金		10	Assets/Product/Ui/ComponentPrefab/GoldenMiner/Mussel.prefab									2902				[1]	[3.0, 4.0]
