SpawnId	SpawnProbability	IsCheckLuck	IsCheckWave	SpawnMaxInterval	SpawnDistance	SpawnRange	SpawnMonsterId	SpawnMonsterNum
1	10	3	10001	6	70801002	10000		
5	1	10	3	10001	6	70801003	10000	
	67	2	10	3	10001	4	70801004	10000
		67	2	10	3	10001	4	70801005
4000		1	2		12	3	50001	1
70801006	6000		1	67	2	10	3	10002
2	70801101	10000			5	1	10	3
10001	6	70801102	10000			5	1	10
3	10001	6	70801103	10000			67	2
10	3	10001	4	70801104	10000			67
2	10	3	10001	4	70801105	4000		1
2		12	3	50001	1	70801106	7000	
1	83	2	12	3	20002	1	70801201	10000
		5	1	10	3	10001	6	70801202
10000			5	1	10	3	10001	6
70801203	10000			67	2	10	3	10001
4	70801204	10000			67	2	10	3
10001	4	70801205	4000		1	2		12
3	50001	1	70801206	7000		1	83	2
12	3	20002	1	70801301	10000			5
1	10	3	10001	6	70801302	10000		
5	1	10	3	10001	6	70801303	10000	
	67	2	10	3	10001	4	70801304	10000
		67	2	10	3	10001	4	70801305
4000		1	2		12	3	50001	1
70801306	7000		1	83	2	12	3	20002
1	70801401	10000			5	1	10	3
10001	6	70801402	10000			5	1	10
3	10001	6	70801403	10000			67	2
10	3	10001	4	70801404	10000			67
2	10	3	10001	4	70801405	4000		1
2		12	3	50001	1	70801406	7000	
1	83	2	12	3	20002	1	70801501	10000
		5	1	10	3	10001	6	70801502
10000			5	1	10	3	10001	6
70801503	10000			67	2	10	3	10001
4	70801504	10000			67	2	10	3
10001	4	70801505	4000		1	2		12
3	50001	1	70801506	7000		1	83	2
12	3	20002	1	70900101	10000			5
1	10	3	10001	6	70900102	10000		
2		10	3	40001	1	70900103	10000	
	67	2	10	3	10001	4	70900104	10000
		67	2	10	3	10001	4	70900105
6000		1	67	2	10	3	10002	2
70900106	10000			5	1	10	3	10001
6	70900201	10000			5	1	10	3
10001	6	70900202	300			2		10
3	40001	1	70900203	10000			67	2
10	3	10001	4	70900204	10000			67
2	10	3	10001	4	70900205	6000		1
67	2	10	3	10002	2	70900206	10000	
	5	1	10	3	10001	6	70900301	10000
		5	1	10	3	10001	6	70900302
10000			2		12	3	50001	1
70900303	10000			67	2	10	3	10001
4	70900304	10000			67	2	10	3
10001	4	70900305	6000		1	67	2	10
3	10002	2	70900306	10000			5	1
10	3	10001	6	70900401	10000			5
1	10	3	10001	6	70900402	300		
2		10	3	40001	1	70900403	10000	
	67	2	10	3	10001	4	70900404	10000
		67	2	10	3	10001	4	70900405
6000		1	67	2	10	3	10002	2
70900406	10000			5	1	10	3	10001
6	70900501	10000			5	1	10	3
10001	6	70900502	300			2		10
3	40001	1	70900503	10000			67	2
10	3	10001	4	70900504	10000			67
2	10	3	10001	4	70900505	6000		1
67	2	10	3	10002	2	70900506	10000	
	5	1	10	3	10001	6	70900601	10000
		5	1	10	3	10001	6	70900602
300			2		10	3	40001	1
70900603	10000			67	2	10	3	10001
4	70900604	10000			67	2	10	3
10001	4	70900605	6000		1	67	2	10
3	10002	2	70900606	10000			5	1
10	3	10001	6	70900701	10000			5
1	10	3	10001	6	70900702	300		
2		10	3	40001	1	70900703	10000	
	67	2	10	3	10001	4	70900704	10000
		67	2	10	3	10001	4	70900705
6000		1	67	2	10	3	10002	2
70900706	10000			5	1	10	3	10001
6	70900801	10000			5	1	10	3
10001	6	70900802	300			2		12
3	50001	1	70900803	10000			67	2
10	3	10001	4	70900804	10000			67
2	10	3	10001	4	70900805	6000		1
67	2	10	3	10002	2	70900806	10000	
	5	1	10	3	10001	6	70900901	10000
		5	1	10	3	10001	6	70900902
300			2		10	3	40001	1
70900903	10000			67	2	10	3	10001
4	70900904	10000			67	2	10	3
10001	4	70900905	6000		1	67	2	10
3	10002	2	70900906	10000			5	1
10	3	10001	6	70901001	10000			5
1	10	3	10001	6	70901002	300		
2		10	3	40001	1	70901003	10000	
	67	2	10	3	10001	4	70901004	10000
		67	2	10	3	10001	4	70901005
6000		1	67	2	10	3	10002	2
70901006	10000			5	1	10	3	10001
6	70901101	10000			5	1	10	3
10001	6	70901102	10000			2		10
3	40001	1	70901103	300			2	
10	3	40001	1	70901104	10000			67
2	10	3	10001	4	70901105	6000		1
67	2	10	3	10002	2	70901106	10000	
	5	1	10	3	10001	6	70901107	10000
		67	2	10	3	10001	4	70901201
10000			5	1	10	3	10001	6
70901202	10000			2		12	3	50001
1	70901203	500			2		10	3
40001	1	70901204	10000			67	2	10
3	10001	4	70901205	6000		1	67	2
10	3	10002	2	70901206	10000			5
1	10	3	10001	6	70901207	10000		
67	2	10	3	10001	4	70901301	10000	
	5	1	10	3	10001	6	70901302	500
		2		10	3	40001	1	70901303
500			2		10	3	40001	1
70901304	10000			67	2	10	3	10001
4	70901305	6000		1	67	2	10	3
10002	2	70901306	10000			5	1	10
3	10001	6	70901307	10000			67	2
10	3	10001	4	70901401	10000			5
1	10	3	10001	6	70901402	500		
2		10	3	40001	1	70901403	500	
	2		12	3	50001	1	70901404	10000
		67	2	10	3	10001	4	70901405
6000		1	67	2	10	3	10002	2
70901406	10000			5	1	10	3	10001
6	70901407	10000			67	2	10	3
10001	4	70901501	10000			5	1	10
3	10001	6	70901502	500			2	
10	3	40001	1	70901503	500			2
	10	3	40001	1	70901504	10000		
67	2	10	3	10001	4	70901505	6000	
1	67	2	10	3	10002	2	70901506	10000
		5	1	10	3	10001	6	70901507
10000			67	2	10	3	10001	4
70901601	10000			2		10	3	40001
1	70901602	500			2		10	3
40001	1	70901603	10000			2		12
3	50001	1	70901604	10000			67	2
10	3	10001	4	70901605	6000		1	67
2	10	3	10002	2	70901606	10000		
5	1	10	3	10001	6	70901607	10000	
	5	1	10	3	10001	6	70901608	10000
		67	2	10	3	10001	4	70901701
500			2		10	3	40001	1
70901702	500			2		10	3	40001
1	70901703	500			2		12	3
40001	1	70901704	10000			67	2	10
3	10001	4	70901705	6000		1	67	2
10	3	10002	2	70901706	10000			5
1	10	3	10001	6	70901707	10000		
5	1	10	3	10001	6	70901708	10000	
	67	2	10	3	10001	4	70901801	500
		2		10	3	40001	1	70901802
500			2		12	3	50001	1
70901803	500			2		12	3	40001
1	70901804	10000			67	2	10	3
10001	4	70901805	6000		1	67	2	10
3	10002	2	70901806	10000			5	1
10	3	10001	6	70901807	10000			5
1	10	3	10001	6	70901808	10000		
67	2	10	3	10001	4	70901901	750	
	2		10	3	40001	1	70901902	750
		2		10	3	40001	1	70901903
750			2		10	3	40001	1
70901904	10000			67	2	10	3	10001
4	70901905	6000		1	67	2	10	3
10002	2	70901906	10000			5	1	10
3	10001	6	70901907	10000			5	1
10	3	10001	6	70901908	10000			67
2	10	3	10001	4	70902001	750		
2		10	3	40001	1	70902002	750	
	2		10	3	40001	1	70902003	750
		2		12	3	40001	1	70902004
10000			67	2	10	3	10001	4
70902005	6000		1	67	2	10	3	10002
2	70902006	10000			5	1	10	3
10001	6	70902007	10000			5	1	10
3	10001	6	70902008	10000			67	2
10	3	10001	4	71000101	10000			67
2	10	3	10002	2	71000102	10000		
67	2	10	3	10002	2	71000103	10000	
	5	1	10	3	10001	6	71000104	10000
		67	2	12	3	20003	1	71000201
10000			67	2	10	3	10002	2
71000202	10000			67	2	10	3	10002
2	71000203	10000			5	1	10	3
10001	6	71000204	10000			67	2	12
3	20003	1	71000301	10000			67	2
10	3	10002	2	71000302	10000			67
2	10	3	10002	2	71000303	10000		
5	1	10	3	10001	6	71000304	10000	
	67	2	12	3	20003	1	71000401	10000
		67	2	10	3	10002	2	71000402
10000			67	2	10	3	10002	2
71000403	10000			5	1	10	3	10001
6	71000404	10000			67	2	12	3
20003	1	71000501	10000			67	2	10
3	10002	2	71000502	10000			67	2
10	3	10002	2	71000503	500	1		1
	10	3	10004	1	71000504	10000		
67	2	12	3	20003	1	71000601	10000	
	67	2	10	3	10002	2	71000602	10000
		67	2	10	3	10002	2	71000603
10000			5	1	10	3	10001	6
71000604	10000			67	2	12	3	20003
1	71000701	10000			67	2	10	3
10002	2	71000702	10000			67	2	10
3	10002	2	71000703	10000			5	1
10	3	10001	6	71000704	10000			67
2	12	3	20003	1	71000801	10000		
67	2	10	3	10002	2	71000802	10000	
	67	2	10	3	10002	2	71000803	10000
		5	1	10	3	10001	6	71000804
10000			67	2	12	3	20003	1
71000901	10000			67	2	10	3	10002
2	71000902	10000			67	2	10	3
10002	2	71000903	10000			5	1	10
3	10001	6	71000904	10000			67	2
12	3	20003	1	71001001	10000			67
2	10	3	10002	2	71001002	10000		
67	2	10	3	10002	2	71001003	10000	
	5	1	10	3	10001	6	71001004	10000
		67	2	12	3	20003	1	71001101
10000			67	2	10	3	10002	2
71001102	10000			67	2	10	3	10002
2	71001103	10000			5	1	10	3
10001	6	71001104	10000			67	2	12
3	20003	1	71001201	10000			67	2
10	3	10002	2	71001202	10000			67
2	10	3	10002	2	71001203	10000		
5	1	10	3	10001	6	71001204	10000	
	67	2	12	3	20003	1	71001301	10000
		67	2	10	3	10002	2	71001302
10000			67	2	10	3	10002	2
71001303	10000			5	1	10	3	10001
6	71001304	10000			67	2	12	3
20003	1	71001401	10000			67	2	10
3	10002	2	71001402	10000			67	2
10	3	10002	2	71001403	10000			5
1	10	3	10001	6	71001404	10000		
67	2	12	3	20003	1	71001501	10000	
	67	2	10	3	10002	2	71001502	10000
		67	2	10	3	10002	2	71001503
10000			5	1	10	3	10001	6
71001504	10000			67	2	12	3	20003
1	71001601	10000			67	2	10	3
10002	2	71001602	10000			67	2	10
3	10002	2	71001603	10000			5	1
10	3	10001	6	71001604	10000			67
2	12	3	20003	1	71001701	10000		
67	2	10	3	10002	2	71001702	10000	
	67	2	10	3	10002	2	71001703	10000
		5	1	10	3	10001	6	71001704
10000			67	2	12	3	20003	1
71001801	10000			67	2	10	3	10002
2	71001802	10000			67	2	10	3
10002	2	71001803	10000			5	1	10
3	10001	6	71001804	10000			67	2
12	3	20003	1	71001901	10000			67
2	10	3	10002	2	71001902	10000		
67	2	10	3	10002	2	71001903	10000	
	5	1	10	3	10001	6	71001904	10000
		67	2	12	3	20003	1	71002001
10000			67	2	10	3	10002	2
71002002	10000			67	2	10	3	10002
2	71002003	10000			5	1	10	3
10001	6	71002004	10000			67	2	12
3	20003	1	71100101	10000			67	2
10	3	10002	2	71100102	10000			67
2	10	3	10002	2	71100103	10000		
5	1	10	3	10001	6	71100104	10000	
	67	2	10	3	10001	4	71100105	5000
	1	83	2	12	3	30003	2	71100106
6000		1	67	2	10	3	10002	2
71100201	10000			67	2	10	3	10002
2	71100202	10000			67	2	10	3
10002	2	71100203	10000			5	1	10
3	10001	6	71100204	10000			67	2
10	3	10001	4	71100205	5000		1	83
2	12	3	30003	2	71100206	6000		1
67	2	10	3	10002	2	71100301	10000	
	67	2	10	3	10002	2	71100302	10000
		67	2	10	3	10002	2	71100303
10000			5	1	10	3	10001	6
71100304	10000			67	2	10	3	10001
4	71100305	5000		1	83	2	12	3
30003	2	71100306	6000		1	67	2	10
3	10002	2	71100401	10000			67	2
10	3	10002	2	71100402	10000			67
2	10	3	10002	2	71100403	10000		
5	1	10	3	10001	6	71100404	10000	
	67	2	10	3	10001	4	71100405	5000
	1	83	2	12	3	30003	2	71100406
6000		1	67	2	10	3	10002	2
71100501	10000			67	2	10	3	10002
2	71100502	10000			67	2	10	3
10002	2	71100503	10000			5	1	10
3	10001	6	71100504	10000			67	2
10	3	10001	4	71100505	5000		1	83
2	12	3	30003	2	71100506	6000		1
67	2	10	3	10002	2	71100601	10000	
	67	2	10	3	10002	2	71100602	10000
		67	2	10	3	10002	2	71100603
10000			5	1	10	3	10001	6
71100604	10000			67	2	10	3	10001
4	71100605	5000		1	83	2	12	3
30003	2	71100606	6000		1	67	2	10
3	10002	2	71100701	10000			67	2
10	3	10002	2	71100702	10000			67
2	10	3	10002	2	71100703	10000		
5	1	10	3	10001	6	71100704	10000	
	67	2	10	3	10001	4	71100705	5000
	1	83	2	12	3	30003	2	71100706
6000		1	67	2	10	3	10002	2
71100801	10000			67	2	10	3	10002
2	71100802	10000			67	2	10	3
10002	2	71100803	10000			5	1	10
3	10001	6	71100804	10000			67	2
10	3	10001	4	71100805	5000		1	83
2	12	3	30003	2	71100806	6000		1
67	2	10	3	10002	2	71100901	10000	
	67	2	10	3	10002	2	71100902	10000
		67	2	10	3	10002	2	71100903
10000			5	1	10	3	10001	6
71100904	5000		1	83	2	12	3	30003
2	71100905	5000		1	83	2	12	3
30003	2	71100906	6000		1	83	2	12
3	30003	1	71100907	6000		1	67	2
10	3	10002	2	71101001	10000			67
2	10	3	10002	2	71101002	10000		
67	2	10	3	10002	2	71101003	10000	
	5	1	10	3	10001	6	71101004	5000
	1	83	2	12	3	30003	2	71101005
5000		1	83	2	12	3	30003	2
71101006	6000		1	83	2	12	3	30003
1	71101007	6000		1	67	2	10	3
10002	2	71101101	10000			67	2	10
3	10002	2	71101102	10000			67	2
10	3	10002	2	71101103	10000			5
1	10	3	10001	6	71101104	5000		1
83	2	12	3	30003	2	71101105	5000	
1	83	2	12	3	30003	2	71101106	6000
	1	83	2	12	3	30003	1	71101107
6000		1	67	2	10	3	10002	2
71101201	10000			67	2	10	3	10002
2	71101202	10000			67	2	10	3
10002	2	71101203	10000			5	1	10
3	10001	6	71101204	5000		1	83	2
12	3	30003	2	71101205	5000		1	83
2	12	3	30003	2	71101206	6000		1
83	2	12	3	30003	1	71101207	6000	
1	67	2	10	3	10002	2	71101301	10000
		67	2	10	3	10002	2	71101302
10000			67	2	10	3	10002	2
71101303	10000			5	1	10	3	10001
6	71101304	5000		1	83	2	12	3
30003	2	71101305	5000		1	83	2	12
3	30003	2	71101306	6000		1	83	2
12	3	30003	1	71101307	6000		1	67
2	10	3	10002	2	71101401	10000		
67	2	10	3	10002	2	71101402	10000	
	67	2	10	3	10002	2	71101403	10000
		5	1	10	3	10001	6	71101404
5000		1	83	2	12	3	30003	2
71101405	5000		1	83	2	12	3	30003
2	71101406	6000		1	83	2	12	3
30003	1	71101407	6000		1	67	2	10
3	10002	2	71101501	10000			67	2
10	3	10002	2	71101502	10000			67
2	10	3	10002	2	71101503	10000		
5	1	10	3	10001	6	71101504	5000	
1	83	2	12	3	30003	2	71101505	5000
	1	83	2	12	3	30003	2	71101506
6000		1	83	2	12	3	30003	1
71101507	6000		1	67	2	10	3	10002
2	71101601	10000			67	2	10	3
10002	2	71101602	10000			67	2	10
3	10002	2	71101603	10000			5	1
10	3	10001	6	71101604	5000		1	83
2	12	3	30003	2	71101605	5000		1
83	2	12	3	30003	2	71101606	6000	
1	83	2	12	3	30003	1	71101607	6000
	1	67	2	10	3	10002	2	71101701
10000			67	2	10	3	10002	2
71101702	10000			67	2	10	3	10002
2	71101703	10000			5	1	10	3
10001	6	71101704	10000			67	2	10
3	10001	4	71101705	5000		1	83	2
12	3	30003	2	71101706	7000		1	67
2	12	3	20003	1	71101801	10000		
67	2	10	3	10002	2	71101802	10000	
	67	2	10	3	10002	2	71101803	10000
		5	1	10	3	10001	6	71101804
10000			67	2	10	3	10001	4
71101805	5000		1	83	2	12	3	30003
2	71101806	7000		1	67	2	12	3
20003	1	71101901	10000			67	2	10
3	10002	2	71101902	10000			67	2
10	3	10002	2	71101903	10000			5
1	10	3	10001	6	71101904	10000		
67	2	10	3	10001	4	71101905	5000	
1	83	2	12	3	30003	2	71101906	7000
	1	67	2	12	3	20003	1	71102001
10000			67	2	10	3	10002	2
71102002	10000			67	2	10	3	10002
2	71102003	10000			5	1	10	3
10001	6	71102004	10000			67	2	10
3	10001	4	71102005	5000		1	83	2
12	3	30003	2	71102006	7000		1	67
2	12	3	20003	1	71200101	10000		
5	1	10	3	10001	6	71200102	10000	
	5	1	10	3	10001	6	71200103	10000
		67	2	10	3	10001	4	71200104
10000			67	2	10	3	10001	4
71200105	6000		1	67	2	10	3	10002
2	71200106	3000		1	2		10	3
40001	1	71200201	10000			5	1	10
3	10001	6	71200202	10000			5	1
10	3	10001	6	71200203	10000			67
2	10	3	10001	4	71200204	10000		
67	2	10	3	10001	4	71200205	6000	
1	67	2	10	3	10002	2	71200206	3000
	1	2		10	3	40001	1	71200301
10000			5	1	10	3	10001	6
71200302	10000			5	1	10	3	10001
6	71200303	10000			67	2	10	3
10001	4	71200304	10000			67	2	10
3	10001	4	71200305	6000		1	67	2
10	3	10002	2	71200306	3000		1	2
	10	3	40001	1	71200401	10000		
5	1	10	3	10001	6	71200402	10000	
	5	1	10	3	10001	6	71200403	10000
		67	2	10	3	10001	4	71200404
10000			67	2	10	3	10001	4
71200405	6000		1	67	2	10	3	10002
2	71200406	3000		1	2		10	3
40001	1	71200501	10000			5	1	10
3	10001	6	71200502	10000			5	1
10	3	10001	6	71200503	10000			67
2	10	3	10001	4	71200504	10000		
67	2	10	3	10001	4	71200505	6000	
1	67	2	10	3	10002	2	71200506	3000
	1	2		10	3	40001	1	71200601
10000			5	1	10	3	10001	6
71200602	10000			5	1	10	3	10001
6	71200603	10000			67	2	10	3
10001	4	71200604	10000			67	2	10
3	10001	4	71200605	6000		1	67	2
10	3	10002	2	71200606	3000		1	2
	10	3	40001	1	71200701	10000		
5	1	10	3	10001	6	71200702	10000	
	5	1	10	3	10001	6	71200703	10000
		67	2	10	3	10001	4	71200704
10000			67	2	10	3	10001	4
71200705	6000		1	67	2	10	3	10002
2	71200706	3000		1	2		10	3
40001	1	71200801	10000			5	1	10
3	10001	6	71200802	10000			5	1
10	3	10001	6	71200803	10000			67
2	10	3	10001	4	71200804	10000		
67	2	10	3	10001	4	71200805	6000	
1	67	2	10	3	10002	2	71200806	3000
	1	2		10	3	40001	1	71200901
10000			5	1	10	3	10001	6
71200902	10000			5	1	10	3	10001
6	71200903	10000			67	2	10	3
10001	4	71200904	10000			67	2	10
3	10001	4	71200905	6000		1	67	2
10	3	10002	2	71200906	3000		1	2
	10	3	40001	1	71201001	10000		
5	1	10	3	10001	6	71201002	10000	
	5	1	10	3	10001	6	71201003	10000
		67	2	10	3	10001	4	71201004
10000			67	2	10	3	10001	4
71201005	6000		1	67	2	10	3	10002
2	71201006	3000		1	2		10	3
40001	1	71201101	10000			5	1	10
3	10001	6	71201102	10000			5	1
10	3	10001	6	71201103	10000			67
2	10	3	10001	4	71201104	10000		
67	2	10	3	10001	4	71201105	6000	
1	67	2	10	3	10002	2	71201106	3000
	1	2		10	3	40001	1	71201107
3000		1	2		10	3	40001	1
71201201	10000			5	1	10	3	10001
6	71201202	10000			5	1	10	3
10001	6	71201203	10000			67	2	10
3	10001	4	71201204	10000			67	2
10	3	10001	4	71201205	6000		1	67
2	10	3	10002	2	71201206	3000		1
2		10	3	40001	1	71201207	3000	
1	2		10	3	40001	1	71201301	10000
		5	1	10	3	10001	6	71201302
10000			5	1	10	3	10001	6
71201303	10000			67	2	10	3	10001
4	71201304	10000			67	2	10	3
10001	4	71201305	6000		1	67	2	10
3	10002	2	71201306	3000		1	2	
10	3	40001	1	71201307	3000		1	2
	10	3	40001	1	71201401	10000		
5	1	10	3	10001	6	71201402	10000	
	5	1	10	3	10001	6	71201403	10000
		67	2	10	3	10001	4	71201404
10000			67	2	10	3	10001	4
71201405	6000		1	67	2	10	3	10002
2	71201406	3000		1	2		10	3
40001	1	71201407	3000		1	2		10
3	40001	1	71201501	10000			5	1
10	3	10001	6	71201502	10000			5
1	10	3	10001	6	71201503	10000		
67	2	10	3	10001	4	71201504	10000	
	67	2	10	3	10001	4	71201505	6000
	1	67	2	10	3	10002	2	71201506
3000		1	2		10	3	40001	1
71201507	3000		1	2		10	3	40001
1	71201601	10000			5	1	10	3
10001	6	71201602	10000			5	1	10
3	10001	6	71201603	10000			67	2
10	3	10001	4	71201604	10000			67
2	10	3	10001	4	71201605	6000		1
67	2	10	3	10002	2	71201606	3000	
1	2		10	3	40001	1	71201607	3000
	1	2		10	3	40001	1	71201608
4000		1	2		12	3	50001	1
71201701	10000			5	1	10	3	10001
6	71201702	10000			5	1	10	3
10001	6	71201703	10000			67	2	10
3	10001	4	71201704	10000			67	2
10	3	10001	4	71201705	6000		1	67
2	10	3	10002	2	71201706	3000		1
2		10	3	40001	1	71201707	3000	
1	2		10	3	40001	1	71201708	4000
	1	2		12	3	50001	1	71201801
10000			5	1	10	3	10001	6
71201802	10000			5	1	10	3	10001
6	71201803	10000			67	2	10	3
10001	4	71201804	10000			67	2	10
3	10001	4	71201805	6000		1	67	2
10	3	10002	2	71201806	3000		1	2
	10	3	40001	1	71201807	3000		1
2		10	3	40001	1	71201808	4000	
1	2		12	3	50001	1	71201901	10000
		5	1	10	3	10001	6	71201902
10000			5	1	10	3	10001	6
71201903	10000			67	2	10	3	10001
4	71201904	10000			67	2	10	3
10001	4	71201905	6000		1	67	2	10
3	10002	2	71201906	3000		1	2	
10	3	40001	1	71201907	3000		1	2
	10	3	40001	1	71201908	4000		1
2		12	3	50001	1	71202001	10000	
	5	1	10	3	10001	6	71202002	10000
		5	1	10	3	10001	6	71202003
10000			67	2	10	3	10001	4
71202004	10000			67	2	10	3	10001
4	71202005	6000		1	67	2	10	3
10002	2	71202006	3000		1	2		10
3	40001	1	71202007	3000		1	2	
10	3	40001	1	71202008	4000		1	2
	12	3	50001	1	80100101	10000		
1		10	3	10001	3	80100102	10000	
	1		10	3	10001	3	80100103	10000
		2		10	3	10001	3	80100104
8000		1	167	2	12	3	20001	1
80100105	7000		1	167	2	12	3	30001
2	80100201	10000			1		10	3
10001	3	80100202	10000			1		10
3	10001	3	80100203	10000			133	2
10	3	10001	2	80100204	8000		1	167
2	12	3	20001	1	80100205	7000		1
167	2	12	3	30001	2	80100301	10000	
	1		10	3	10001	3	80100302	10000
		1		10	3	10001	3	80100303
10000			133	2	10	3	10001	2
80100304	8000		1	167	2	12	3	20001
1	80100305	7000		1	167	2	12	3
30001	2	80100401	10000			1		10
3	10001	3	80100402	10000			133	2
10	3	10001	2	80100403	6000		1	133
2	10	3	10002	2	80100404	8000		1
167	2	12	3	20001	1	80100405	4000	
1	2		12	3	30001	1	80100501	10000
		1		10	3	10001	3	80100502
10000			133	2	10	3	10001	2
80100503	6000		1	133	2	10	3	10002
2	80100504	8000		1	167	2	12	3
20001	1	80100505	4000		1	2		12
3	30001	1	80200101	10000			1	
10	3	10001	3	80200102	10000			1
	10	3	10001	3	80200103	10000		
133	2	10	3	10002	2	80200104	7000	
1	167	2	12	3	30001	2	80200201	10000
		1		10	3	10001	3	80200202
10000			1		10	3	10001	3
80200203	10000			133	2	10	3	10002
2	80200204	7000		1	167	2	12	3
30001	2	80200301	10000			1		10
3	10001	3	80200302	10000			1	
10	3	10001	3	80200303	10000			133
2	10	3	10002	2	80200304	7000		1
167	2	12	3	30001	2	80200401	10000	
	1		10	3	10001	3	80200402	10000
		1		10	3	10001	3	80200403
10000			133	2	10	3	10002	2
80200404	7000		1	167	2	12	3	30001
2	80200501	10000			1		10	3
10001	3	80200502	10000			1		10
3	10001	3	80200503	10000			133	2
10	3	10002	2	80200504	7000		1	167
2	12	3	30001	2	80200601	10000		
1		10	3	10001	3	80200602	10000	
	1		10	3	10001	3	80200603	10000
		133	2	10	3	10002	2	80200604
7000		1	167	2	12	3	30001	2
80200701	10000			1		10	3	10001
3	80200702	10000			1		10	3
10001	3	80200703	10000			133	2	10
3	10002	2	80200704	7000		1	167	2
12	3	30001	2	80200801	10000			133
2	10	3	10002	2	80200802	7000		1
167	2	12	3	30001	2	80200803	6000	
1	133	2	10	3	10002	2	80300101	10000
		1		10	3	10001	3	80300102
10000			1		10	3	10001	3
80300103	10000			133	2	10	3	10002
2	80300104	8000		1	167	2	12	3
20001	1	80300201	10000			1		10
3	10001	3	80300202	10000			1	
10	3	10001	3	80300203	10000			133
2	10	3	10002	2	80300204	8000		1
167	2	12	3	20001	1	80300301	10000	
	1		10	3	10001	3	80300302	10000
		1		10	3	10001	3	80300303
10000			133	2	10	3	10002	2
80300304	8000		1	167	2	12	3	20001
1	80300401	10000			1		10	3
10001	3	80300402	10000			1		10
3	10001	3	80300403	10000			133	2
10	3	10002	2	80300404	8000		1	167
2	12	3	20001	1	80300501	10000		
1		10	3	10001	3	80300502	10000	
	1		10	3	10001	3	80300503	10000
		133	2	10	3	10002	2	80300504
8000		1	167	2	12	3	20001	1
80300601	10000			1		10	3	10001
3	80300602	10000			133	2	10	3
10002	2	80300603	10000			133	2	12
3	20001	1	80300604	6000		1	133	2
10	3	10002	2	80300701	10000			1
	10	3	10001	3	80300702	10000		
133	2	10	3	10002	2	80300703	10000	
	133	2	12	3	20001	1	80300704	6000
	1	133	2	10	3	10002	2	80300801
10000			1		10	3	10001	3
80300802	10000			133	2	10	3	10002
2	80300803	10000			133	2	12	3
20001	1	80300804	6000		1	133	2	10
3	10002	2	80300901	10000			1	
10	3	10001	3	80300902	10000			133
2	10	3	10002	2	80300903	8000		1
167	2	12	3	20001	1	80300904	6000	
1	167	2	12	3	30002	1	80301001	10000
		1		10	3	10001	3	80301002
10000			133	2	10	3	10002	2
80301003	8000		1	167	2	12	3	20001
1	80301004	6000		1	167	2	12	3
30002	1	80400101	10000			75	2	10
3	10001	3	80400102	10000			75	2
10	3	10001	3	80400103	10000			1
	10	3	10002	2	80400104	10000		
1		10	3	10002	2	80400105	10000	
	1		10	3	10001	2	80400201	10000
		75	2	10	3	10001	3	80400202
10000			75	2	10	3	10001	3
80400203	10000			1		10	3	10002
2	80400204	10000			1		10	3
10002	2	80400205	10000			1		10
3	10001	2	80400301	10000			75	2
10	3	10001	3	80400302	10000			75
2	10	3	10001	3	80400303	10000		
1		10	3	10002	2	80400304	10000	
	1		10	3	10002	2	80400305	10000
		1		10	3	10001	2	80400401
10000			75	2	10	3	10001	3
80400402	10000			75	2	10	3	10001
3	80400403	10000			1		10	3
10002	2	80400404	10000			1		10
3	10002	2	80400405	10000			1	
10	3	10001	2	80400501	10000			75
2	10	3	10001	3	80400502	10000		
75	2	10	3	10001	3	80400503	10000	
	1		10	3	10002	2	80400504	10000
		1		10	3	10002	2	80400505
10000			1		10	3	10001	2
80400601	10000			75	2	10	3	10001
3	80400602	10000			75	2	10	3
10001	3	80400603	10000			1		10
3	10002	2	80400604	10000			1	
10	3	10002	2	80400605	10000			1
	10	3	10001	2	80400701	10000		
75	2	10	3	10001	3	80400702	10000	
	75	2	10	3	10001	3	80400703	10000
		1		10	3	10002	2	80400704
10000			1		10	3	10002	2
80400705	10000			1		10	3	10001
2	80400801	10000			75	2	10	3
10001	3	80400802	10000			75	2	10
3	10001	3	80400803	10000			1	
10	3	10002	2	80400804	10000			1
	10	3	10002	2	80400805	10000		
1		10	3	10001	2	80400901	10000	
	75	2	10	3	10001	3	80400902	10000
		75	2	10	3	10001	3	80400903
10000			1		10	3	10002	2
80400904	10000			1		10	3	10002
2	80400905	6000		1	1		10	3
10002	2	80400906	10000			3		10
3	40001	1	80401001	10000			75	2
10	3	10001	3	80401002	10000			75
2	10	3	10001	3	80401003	10000		
1		10	3	10002	2	80401004	10000	
	1		10	3	10002	2	80401005	6000
	1	1		10	3	10002	2	80401006
10000			3		10	3	40001	1
80500101	10000			75	2	10	3	10001
4	80500102	10000			75	2	10	3
10001	4	80500103	10000			1		10
3	10002	2	80500104	10000			1	
12	3	20001	1	80500105	7000		1	125
2	12	3	20002	1	80500201	10000		
75	2	10	3	10001	4	80500202	10000	
	75	2	10	3	10001	4	80500203	10000
		1		10	3	10002	2	80500204
10000			1		12	3	20001	1
80500205	7000		1	125	2	12	3	20002
1	80500301	10000			75	2	10	3
10001	4	80500302	10000			75	2	10
3	10001	4	80500303	10000			1	
10	3	10002	2	80500304	10000			1
	12	3	20001	1	80500305	7000		1
125	2	12	3	20002	1	80500401	10000	
	75	2	10	3	10001	4	80500402	10000
		75	2	10	3	10001	4	80500403
10000			1		10	3	10002	2
80500404	10000			1		12	3	20001
