StageId	ModelId	BossName	Score	BossLoseHpScore	LeftTimeScore	LeftHpScore	DifficultyType	DifficultyDesc	DifficultyDescEn	AutoFight	FightCharCount	PreFullScore	OpenCondition	BuffDetailsId	FeaturesId	ProposedLevel	SkillTitle	SkillDesc	AttackName
30303241	Mb1MelodyhuaxugaiMd010001UI	华胥·乱	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303242	Mb1MelodyhuaxugaiMd010001UI	华胥·乱	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303243	Mb1MelodyhuaxugaiMd010001UI	华胥·乱	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303244	Mb1MelodyhuaxugaiMd010001UI	华胥·乱	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303245	Mb1MelodyhuaxugaiMd010001UI	华胥·乱	336000	120000	180000	36000	5	鏖战	CHALLENGE		1								
30303246	Mb1MercyMd010001UI	未元投影体	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90025]			['熠烁斫刑', '浮象连袭', '虚辰掠闪', '浮象横扫', '归湮坍坠']	['未元投影体使出快速的两段斩击攻击敌人，随后踢击将敌人击退', '未元投影体将巨剑抛向前方使出大范围挥转攻击，随后快速突进对敌人进行斩击', '未元投影体跃向敌人打出连续的踢击', '未元投影体凝聚出巨剑向周围敌人发出大范围的斩击', '未元投影体使出强劲的踢击，然后跃起用脚下砸地面，下砸会生成冲击波攻击敌人']	
30303247	Mb1MercyMd010001UI	未元投影体	168000	60000	90000	18000	4	混沌	CHAOS		1			[90025]			['熠烁斫刑', '浮象连袭', '虚辰掠闪', '浮象横扫', '归湮坍坠']	['未元投影体使出快速的两段斩击攻击敌人，随后踢击将敌人击退', '未元投影体将巨剑抛向前方使出大范围挥转攻击，随后快速突进对敌人进行斩击', '未元投影体跃向敌人打出连续的踢击', '未元投影体凝聚出巨剑向周围敌人发出大范围的斩击', '未元投影体使出强劲的踢击，然后跃起用脚下砸地面，下砸会生成冲击波攻击敌人']	
30303248	Mb1MercyMd010001UI	未元投影体	336000	120000	180000	36000	5	地狱	HELL		1			[90025]			['烧夷战术', '熠烁斫刑', '浮象连袭', '虚辰掠闪', '浮象横扫', '归湮坍坠']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '未元投影体使出快速的两段斩击攻击敌人，随后踢击将敌人击退', '未元投影体将巨剑抛向前方使出大范围挥转攻击，随后快速突进对敌人进行斩击', '未元投影体跃向敌人打出连续的踢击', '未元投影体凝聚出巨剑向周围敌人发出大范围的斩击', '未元投影体使出强劲的踢击，然后跃起用脚下砸地面，下砸会生成冲击波攻击敌人']	
30303249	Mb1MonzanoMd010001UI	蒙扎诺夫人	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90031]			['驰光', '奇影', '凝金', '裂垣之刽', '厄窒囚缚', '湮毁孤掷', '链索凿弑']	['蒙扎诺夫人释放鞭腿后可释放枪击攻击目标', '蒙扎诺夫人侧面突进释放强力爪击', '蒙扎诺夫人突进甩枪攻击后释放强力爪击', '蒙扎诺夫人释放下劈腿后使用枪柄横扫前方', '蒙扎诺夫人向前方抛出罗网将敌人抓取至身边，随后发出强力的踢击', '蒙扎诺夫人抛出筹码，随后快速释放连续枪击', '蒙扎诺夫人使用锁链将敌人抓到身前，随后猛踩向地面']	
30303250	Mb1MonzanoMd010001UI	蒙扎诺夫人	168000	60000	90000	18000	4	混沌	CHAOS		1			[90031]			['驰光', '奇影', '凝金', '裂垣之刽', '厄窒囚缚', '湮毁孤掷', '链索凿弑']	['蒙扎诺夫人释放鞭腿后可释放枪击攻击目标', '蒙扎诺夫人侧面突进释放强力爪击', '蒙扎诺夫人突进甩枪攻击后释放强力爪击', '蒙扎诺夫人释放下劈腿后使用枪柄横扫前方', '蒙扎诺夫人向前方抛出罗网将敌人抓取至身边，随后发出强力的踢击', '蒙扎诺夫人抛出筹码，随后快速释放连续枪击', '蒙扎诺夫人使用锁链将敌人抓到身前，随后猛踩向地面']	
30303251	Mb1MonzanoMd010001UI	蒙扎诺夫人	336000	120000	180000	36000	5	地狱	HELL		1			[90031]			['烧夷战术', '驰光', '奇影', '凝金', '裂垣之刽', '厄窒囚缚', '湮毁孤掷', '链索凿弑']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '蒙扎诺夫人释放鞭腿后可释放枪击攻击目标', '蒙扎诺夫人侧面突进释放强力爪击', '蒙扎诺夫人突进甩枪攻击后释放强力爪击', '蒙扎诺夫人释放下劈腿后使用枪柄横扫前方', '蒙扎诺夫人向前方抛出罗网将敌人抓取至身边，随后发出强力的踢击', '蒙扎诺夫人抛出筹码，随后快速释放连续枪击', '蒙扎诺夫人使用锁链将敌人抓到身前，随后猛踩向地面']	
30303252	Mb1JusticeMd010001UI	维罗妮卡	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90032]			['疾速掠刺', '燃红枪影', '战栗狂袭', '贯空罪裁', '降罚之触', '诫命谴击', '驱影裂变']	['维罗妮卡蓄力冲向敌人打出发出从下往上的挑刺', '维罗妮卡舞动长枪对敌人进行连续三段戳刺', '维罗妮卡旋转身体使用尾巴连续拍击敌人', '维罗妮卡凝聚出多道尖刺攻击敌人', '维罗妮卡跃起蓄力，随后掷出手中长枪，长枪飞回会释放震荡波攻击敌人', '维罗妮卡吸聚能量蓄力，掷出长枪将敌人击飞', '维罗妮卡驾驭长枪撞击敌人，随后跃至高空用长枪轰击地面，制造大量尖刺爆炸释放大范围攻击']	
30303253	Mb1JusticeMd010001UI	维罗妮卡	168000	60000	90000	18000	4	混沌	CHAOS		1			[90032]			['疾速掠刺', '燃红枪影', '战栗狂袭', '贯空罪裁', '降罚之触', '诫命谴击', '驱影裂变']	['维罗妮卡蓄力冲向敌人打出发出从下往上的挑刺', '维罗妮卡舞动长枪对敌人进行连续三段戳刺', '维罗妮卡旋转身体使用尾巴连续拍击敌人', '维罗妮卡凝聚出多道尖刺攻击敌人', '维罗妮卡跃起蓄力，随后掷出手中长枪，长枪飞回会释放震荡波攻击敌人', '维罗妮卡吸聚能量蓄力，掷出长枪将敌人击飞', '维罗妮卡驾驭长枪撞击敌人，随后跃至高空用长枪轰击地面，制造大量尖刺爆炸释放大范围攻击']	
30303254	Mb1JusticeMd010001UI	维罗妮卡	336000	120000	180000	36000	5	地狱	HELL		1			[90032]			['烧夷战术', '疾速掠刺', '燃红枪影', '战栗狂袭', '贯空罪裁', '降罚之触', '诫命谴击', '驱影裂变']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '维罗妮卡蓄力冲向敌人打出发出从下往上的挑刺', '维罗妮卡舞动长枪对敌人进行连续三段戳刺', '维罗妮卡旋转身体使用尾巴连续拍击敌人', '维罗妮卡凝聚出多道尖刺攻击敌人', '维罗妮卡跃起蓄力，随后掷出手中长枪，长枪飞回会释放震荡波攻击敌人', '维罗妮卡吸聚能量蓄力，掷出长枪将敌人击飞', '维罗妮卡驾驭长枪撞击敌人，随后跃至高空用长枪轰击地面，制造大量尖刺爆炸释放大范围攻击']	
30303255	Mb1ChainsawkillerMd010001UI	“格温普兰”	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90022]			['禀呈敬奉', '锋言议远', '曲说宏展', '君请悉听', '迂谈阔论', '絮聒邀击']	['“格温普兰”跃起，并大力斩击前方目标', '“格温普兰”滚动到敌人附近发出十字斩击', '“格温普兰”背后被攻击时迅速转身发出上斩，并向敌人追加一个强力斩击', '“格温普兰”向前跃起猛烈撞击地面，对敌人造成大范围伤害', '“格温普兰”高举武器向敌人发出连续斩击，随后身体旋转带动武器向前攻击，最后向下重斩敌人', '“格温普兰”向前方冲刺并连续斩击敌人，最后一击会侧跳回斩敌人身后']	
30303256	Mb1ChainsawkillerMd010001UI	“格温普兰”	168000	60000	90000	18000	4	混沌	CHAOS		1			[90022]			['禀呈敬奉', '锋言议远', '曲说宏展', '君请悉听', '迂谈阔论', '絮聒邀击']	['“格温普兰”跃起，并大力斩击前方目标', '“格温普兰”滚动到敌人附近发出十字斩击', '“格温普兰”背后被攻击时迅速转身发出上斩，并向敌人追加一个强力斩击', '“格温普兰”向前跃起猛烈撞击地面，对敌人造成大范围伤害', '“格温普兰”高举武器向敌人发出连续斩击，随后身体旋转带动武器向前攻击，最后向下重斩敌人', '“格温普兰”向前方冲刺并连续斩击敌人，最后一击会侧跳回斩敌人身后']	
30303257	Mb1ChainsawkillerMd010001UI	“格温普兰”	336000	120000	180000	36000	5	地狱	HELL		1			[90022]			['烧夷战术', '禀呈敬奉', '锋言议远', '曲说宏展', '君请悉听', '迂谈阔论', '絮聒邀击']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '“格温普兰”跃起，并大力斩击前方目标', '“格温普兰”滚动到敌人附近发出十字斩击', '“格温普兰”背后被攻击时迅速转身发出上斩，并向敌人追加一个强力斩击', '“格温普兰”向前跃起猛烈撞击地面，对敌人造成大范围伤害', '“格温普兰”高举武器向敌人发出连续斩击，随后身体旋转带动武器向前攻击，最后向下重斩敌人', '“格温普兰”向前方冲刺并连续斩击敌人，最后一击会侧跳回斩敌人身后']	
30303258	Mb1GodzillaMd010001UI	坠星·帕瓦特	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90033]			['星跃连击', '星瀑吐息', '流星飞踢', '新星爆发', '星球下坠']	['帕瓦特连续三次攻击目标。', '帕瓦特蓄力释放原子吐息，造成大范围伤害。', '帕瓦特旋转着前冲，向目标使出强力的踢腿攻击', '帕瓦特在手中凝聚能量球，随后扑向目标并把能量球打出，引起爆炸造成强力伤害', '帕瓦特围绕敌人左右跳动，突然跃起从空中坠下狠狠砸向目标']	
30303259	Mb1GodzillaMd010001UI	坠星·帕瓦特	168000	60000	90000	18000	4	混沌	CHAOS		1			[90033]			['星跃连击', '星瀑吐息', '流星飞踢', '新星爆发', '星球下坠']	['帕瓦特连续三次攻击目标。', '帕瓦特蓄力释放原子吐息，造成大范围伤害。', '帕瓦特旋转着前冲，向目标使出强力的踢腿攻击', '帕瓦特在手中凝聚能量球，随后扑向目标并把能量球打出，引起爆炸造成强力伤害', '帕瓦特围绕敌人左右跳动，突然跃起从空中坠下狠狠砸向目标']	
30303260	Mb1GodzillaMd010001UI	坠星·帕瓦特	336000	120000	180000	36000	5	地狱	HELL		1			[90033]			['烧夷战术', '星跃连击', '星瀑吐息', '流星飞踢', '新星爆发', '星球下坠']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '帕瓦特连续三次攻击目标。', '帕瓦特蓄力释放原子吐息，造成大范围伤害。', '帕瓦特旋转着前冲，向目标使出强力的踢腿攻击', '帕瓦特在手中凝聚能量球，随后扑向目标并把能量球打出，引起爆炸造成强力伤害', '帕瓦特围绕敌人左右跳动，突然跃起从空中坠下狠狠砸向目标']	
30303261	Mb1EphialtesMd010001UI	埃比阿提斯	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90025]			['噬月交割', '幽影碎骨', '夜行疾斩', '战栗蚀刃', '锢之裂痕']	['埃比阿提斯拖动沉重的巨镰，跃动而起释放狂暴一击', '埃比阿提斯挥舞巨镰发动两次斩击后，蓄力对目标打出一道气刃', '埃比阿提斯以巨镰将目标拉近至身侧，多次斩击后释放激光对目标造成伤害。', '埃比阿提斯以闪避隐匿自己的行踪后，对目标进行冲刺攻击', '埃比阿提斯举起巨镰，向目标进行攻击']	
30303262	Mb1EphialtesMd010001UI	埃比阿提斯	168000	60000	90000	18000	4	混沌	CHAOS		1			[90025]			['噬月交割', '幽影碎骨', '夜行疾斩', '战栗蚀刃', '锢之裂痕']	['埃比阿提斯拖动沉重的巨镰，跃动而起释放狂暴一击', '埃比阿提斯挥舞巨镰发动两次斩击后，蓄力对目标打出一道气刃', '埃比阿提斯以巨镰将目标拉近至身侧，多次斩击后释放激光对目标造成伤害。', '埃比阿提斯以闪避隐匿自己的行踪后，对目标进行冲刺攻击', '埃比阿提斯举起巨镰，向目标进行攻击']	
30303263	Mb1EphialtesMd010001UI	埃比阿提斯	336000	120000	180000	36000	5	地狱	HELL		1			[90025]			['烧夷战术', '噬月交割', '幽影碎骨', '夜行疾斩', '战栗蚀刃', '锢之裂痕']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '埃比阿提斯拖动沉重的巨镰，跃动而起释放狂暴一击', '埃比阿提斯挥舞巨镰发动两次斩击后，蓄力对目标打出一道气刃', '埃比阿提斯以巨镰将目标拉近至身侧，多次斩击后释放激光对目标造成伤害。', '埃比阿提斯以闪避隐匿自己的行踪后，对目标进行冲刺攻击', '埃比阿提斯举起巨镰，向目标进行攻击']	
30303264	Mb1ElpisMd010001UI	千子	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90021]			['行波御流', '跃汐环斩', '轮转如潮', '疾澜刃舞', '浪击空明', '寒锋千袭', '贯海裂涛']	['千子指挥双刀连续攻击目标', '千子将双刀连着旋转抛出攻击目标，跳跃着回收双刀后向目标发出一记强力的下劈', '千子摆出收刀动作，向前方突进施展连续斩击，最后下劈将双刀如车轮般打出，攻击敌人后回旋', '千子操控双刀围绕四周领域连续斩击，处于领域内的目标将被减速。', '千子身体旋转一周带动武器对目标进行斩击，再用强力的上斩挑起浪潮击飞目标', '千子连续掷出飞刀攻击目标', '千子先高速旋转身体突进到目标身后，向目标发出极快的连续斩击']	
30303265	Mb1ElpisMd010001UI	千子	168000	60000	90000	18000	4	混沌	CHAOS		1			[90021]			['行波御流', '跃汐环斩', '轮转如潮', '疾澜刃舞', '浪击空明', '寒锋千袭', '贯海裂涛']	['千子指挥双刀连续攻击目标', '千子将双刀连着旋转抛出攻击目标，跳跃着回收双刀后向目标发出一记强力的下劈', '千子摆出收刀动作，向前方突进施展连续斩击，最后下劈将双刀如车轮般打出，攻击敌人后回旋', '千子操控双刀围绕四周领域连续斩击，处于领域内的目标将被减速。', '千子身体旋转一周带动武器对目标进行斩击，再用强力的上斩挑起浪潮击飞目标', '千子连续掷出飞刀攻击目标', '千子先高速旋转身体突进到目标身后，向目标发出极快的连续斩击']	
30303266	Mb1ElpisMd010001UI	千子	336000	120000	180000	36000	5	地狱	HELL		1			[90021]			['烧夷战术', '行波御流', '跃汐环斩', '轮转如潮', '疾澜刃舞', '浪击空明', '寒锋千袭', '贯海裂涛']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '千子指挥双刀连续攻击目标', '千子将双刀连着旋转抛出攻击目标，跳跃着回收双刀后向目标发出一记强力的下劈', '千子摆出收刀动作，向前方突进施展连续斩击，最后下劈将双刀如车轮般打出，攻击敌人后回旋', '千子操控双刀围绕四周领域连续斩击，处于领域内的目标将被减速。', '千子身体旋转一周带动武器对目标进行斩击，再用强力的上斩挑起浪潮击飞目标', '千子连续掷出飞刀攻击目标', '千子先高速旋转身体突进到目标身后，向目标发出极快的连续斩击']	
30303267	Mb1RegulatorMd010001UI	监管者	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90024]			['追还突进', '惩戒践踏', '悖行演算', '袭扰坠击', '清除指令', '三连迫击', '驰撤反射', '割裂回旋', '制动闪射', '蓄能扫荡']	['监管者挥舞盾牌发动连续攻击', '监管者抬起前腿猛烈的撞击地面，引发冲击波攻击敌人', '监管者顶盾冲撞敌人后进行连续攻击', '监管者高高跃起，使用盾牌重重拍向地面', '监管者后撤，发射脉冲弹。', '监管者朝空中发射炮弹，锁定敌人进行3波引导炮击', '监管者后撤，并对前方打出一次强力射击', '监管者闪现后，进行一次斩击。', '监管者连续进行闪避移动射击', '监管者给武器填充能量进行快速连续攻击']	
30303268	Mb1RegulatorMd010001UI	监管者	168000	60000	90000	18000	4	混沌	CHAOS		1			[90024]			['追还突进', '惩戒践踏', '悖行演算', '袭扰坠击', '清除指令', '三连迫击', '驰撤反射', '割裂回旋', '制动闪射', '蓄能扫荡']	['监管者挥舞盾牌发动连续攻击', '监管者抬起前腿猛烈的撞击地面，引发冲击波攻击敌人', '监管者顶盾冲撞敌人后进行连续攻击', '监管者高高跃起，使用盾牌重重拍向地面', '监管者后撤，发射脉冲弹。', '监管者朝空中发射炮弹，锁定敌人进行3波引导炮击', '监管者后撤，并对前方打出一次强力射击', '监管者闪现后，进行一次斩击。', '监管者连续进行闪避移动射击', '监管者给武器填充能量进行快速连续攻击']	
30303269	Mb1RegulatorMd010001UI	监管者	336000	120000	180000	36000	5	地狱	HELL		1			[90024]			['烧夷战术', '追还突进', '惩戒践踏', '悖行演算', '袭扰坠击', '清除指令', '三连迫击', '驰撤反射', '割裂回旋', '制动闪射', '蓄能扫荡']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '监管者挥舞盾牌发动连续攻击', '监管者抬起前腿猛烈的撞击地面，引发冲击波攻击敌人', '监管者顶盾冲撞敌人后进行连续攻击', '监管者高高跃起，使用盾牌重重拍向地面', '监管者后撤，发射脉冲弹。', '监管者朝空中发射炮弹，锁定敌人进行3波引导炮击', '监管者后撤，并对前方打出一次强力射击', '监管者闪现后，进行一次斩击。', '监管者连续进行闪避移动射击', '监管者给武器填充能量进行快速连续攻击']	
30303270	Mb1MelinoeMd010001UI	墨利诺厄	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90025]			['蛛影之跃', '毙命穿刺', '弹网袭猎', '回旋毒舞', '斜丝双弧', '画地为棘', '刺堑裁决']	['墨利诺厄跃起砸地，造成扩散冲击', '墨利诺厄举起骨剑直刺目标', '墨利诺厄将蛛丝化作弹弓，释放弹射突进攻击', '墨利诺厄释放蛛丝钩向目标，带动身体告诉旋转斩击', '墨利诺厄挥动骨剑发动二连斩击', '墨利诺厄持剑横扫，引发大量尖刺从地面穿刺而出击飞周身目标', '墨利诺厄举起骨剑重重下劈']	
30303271	Mb1MelinoeMd010001UI	墨利诺厄	168000	60000	90000	18000	4	混沌	CHAOS		1			[90025]			['蛛影之跃', '毙命穿刺', '弹网袭猎', '回旋毒舞', '斜丝双弧', '画地为棘', '刺堑裁决']	['墨利诺厄跃起砸地，造成扩散冲击', '墨利诺厄举起骨剑直刺目标', '墨利诺厄将蛛丝化作弹弓，释放弹射突进攻击', '墨利诺厄释放蛛丝钩向目标，带动身体告诉旋转斩击', '墨利诺厄挥动骨剑发动二连斩击', '墨利诺厄持剑横扫，引发大量尖刺从地面穿刺而出击飞周身目标', '墨利诺厄举起骨剑重重下劈']	
30303272	Mb1MelinoeMd010001UI	墨利诺厄	336000	120000	180000	36000	5	地狱	HELL		1			[90025]			['烧夷战术', '蛛影之跃', '毙命穿刺', '弹网袭猎', '回旋毒舞', '斜丝双弧', '画地为棘', '刺堑裁决']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '墨利诺厄跃起砸地，造成扩散冲击', '墨利诺厄举起骨剑直刺目标', '墨利诺厄将蛛丝化作弹弓，释放弹射突进攻击', '墨利诺厄释放蛛丝钩向目标，带动身体告诉旋转斩击', '墨利诺厄挥动骨剑发动二连斩击', '墨利诺厄持剑横扫，引发大量尖刺从地面穿刺而出击飞周身目标', '墨利诺厄举起骨剑重重下劈']	
