Id	ConditionId	BornMagic	EnemyBornMagic	PartnerBornMagic	Description
98138		[909866]			重能5格挡期间受到单次伤害＞5000时免疫伤害，＜5000时敌人受到同等真实伤害
98139		[909867]			重能6格挡成功后的剑气附加期间受到伤害X30的伤害
98140		[909868]			重能7格挡结束后核心能量充满（120点），核心状态结束前附加格挡期间50%生命恢复的伤害
98141		[909869]			重能11核心被动状态下释放暗能(特效770171），对半径6M内的敌人每秒造成300%暗属性伤害并汲取伤害量5%的生命
98142		[909872]			重能12释放黄球1.5秒内受击+50点核心能量，若处于核心状态下额外使领域内的敌人易伤50%，持续3秒
98143		[909876]			重能13每次格挡成功（用释放反击的次数来算也行）生命上限+200
98144		[909877]			重能14每5秒获得1组黄球
98145		[909879]			重能15释放黄球0.5秒内受击使敌人眩晕2秒，若处于核心状态下额外使领域内的敌人眩晕2秒
98146		[909884]			重能16神威攻击时附加其最大生命10%的真实伤害
98147		[909885]			重能17每次格挡成功使核心状态能量上限+5
98148		[909887]			脉冲1释放必杀技时留下1条轨迹（用火卡或保留火七的大招特效，范围不变），轨迹持续7秒，每秒270%火伤
98149		[909888]			脉冲2轨迹持续时间无限，轨迹留存上限提升至2
98150		[909889]			脉冲3每次闪避获得7%移速与火伤加成，持续3秒，上限7层（有无氮气
98151		[909890]			脉冲4移动时不断加速，每喵获得7%的速度与7点大招能量，速度持续3秒，上限7层
98152		[909895]			脉冲5轨迹上限提升至3，轨迹上的敌人降低50%移速
98153		[909896]			脉冲6攻击附加当前跑速度X10的火伤
98154		[909897]			脉冲7释放必杀后回满闪避值并禁锢敌人2秒
98155		[930168]			脉冲11每20秒随机将1名普通敌人转化为友军，时间结束后友军死亡（场上无其他敌人时提前死亡）
98156		[930169]			脉冲12有37%的概率转化精英敌人（给我精英和BOSS两个标记BUFF，关卡挂
98157		[930170]			脉冲13友军亲攻击附加7777点真实伤害，再挂个暴走780253
98158		[930172]			脉冲14友军每次攻击恢复娜娜米1000生命
98159		[930175]			脉冲15被转化的敌人死亡后使娜娜米永久增加5%的伤害并增加500点生命上限
98160		[930178]			脉冲16友军亲死亡时爆炸，对6M内的敌人造成30000真伤并斩杀生命低于20%的敌人
98161		[930184]			脉冲17友军亲死亡时37%概率使下次转化CD缩短至10秒
98162		[930186]			夜刃1闪避时原地留下1名无法仇恨的替身（特效715447，属性不变），CD7秒，替身3秒后引爆对3M内敌人造成1000%伤害
98163		[930189]			夜刃2替身复制夜刃的信号球对当前锁定对象释放，并为夜刃恢复20点闪避
98164		[930190]			夜刃3替身存在时间+3秒
98165		[930255]			夜刃4替身爆炸伤害提升至2000%
98166		[930194]			夜刃5替身释放技能前将先传送至锁定对象身后再释放技能，并有20%的概率返还信号球（775214）
98167		[930195]			夜刃6替身可以仇恨，每次攻击额外增加20点仇恨（提前死了提前引爆）
98168		[930229]			夜刃7替身爆炸时附加替身存在期间造成伤害30%的伤害
98169		[930230]			夜刃11黄球时原地留下1名无法仇恨且继承50%攻击的幻影(特效750148），上限1（传送旧的），持续5秒，复制角色普攻与黄球延迟0.5秒后朝当前锁定对
98170		[930232]			夜刃12幻影持续时间无限，攻击继承提
98171		[930233]			夜刃13夜刃6M范围内(找个简单特效圈或者塔防的）每存在一个幻影+250攻
98172		[930235]			夜刃14幻影造成伤害后10%概率为角色恢复1
98173		[930236]			夜刃15幻影上限+1，背击伤害+20%
98174		[930238]			夜刃16释放必杀时延迟0.5秒传送场上幻影至目标身边同步释放必杀（最好120°角分布
98175		[930239]			夜刃17释放黄球时根据消球数无敌0.5/1/1.5秒
98176		[930256]			爆裂1造成伤害后记录敌人坐标，2秒后对坐标进行1次炮击（大招子弹特效，对半径2M敌人造
98177		[930258]			爆裂2受击时立刻对攻击者进行1次炮击
98178		[930259]			爆裂3必杀期间每次炮击伤害使必杀时间延长1秒
98179		[930261]			爆裂4炮击造成伤害后当前角色20%概率获得1颗随机球
98180		[930263]			爆裂5援护：每2秒对半径8M内随机坐标进行一次炮击（半径记得来个差不多范围的圈）
98181		[930264]			爆裂6爆裂未下场时援护也可生效，且CD-1
98182		[930265]			爆裂7炮击时有20%概率在1秒后额外追加1次炮击
98183		[930267]			爆裂11
98184		[930269]			爆裂12
98185		[930270]			爆裂13
98186		[930271]			爆裂14
98187		[930274]			爆裂15
98188			[930276]		爆裂16
98189		[930280]			爆裂17
98190		[930281]			瑰丽1
98191		[930283]			瑰丽2
98192		[930286]			瑰丽3
98193		[930288]			瑰丽4
98194		[930289]			瑰丽5
98195		[930292]			瑰丽6
98196		[930293]			瑰丽7
98197		[930295]			瑰丽11
98198		[930296]			瑰丽12
98199		[930297]			瑰丽13
98200		[776351]			瑰丽14
98201		[930299]			瑰丽15
98202		[930343]			瑰丽16
98203		[930345]			瑰丽17
99001		[773981]			每隔15S在附近创造1个恢复装置，拾取装置立刻恢复20点闪避
99002		[773982]			每隔15S在附近创造1个恢复装置，拾取装置立刻恢复20点闪避
99003		[773983]			每隔15S在附近创造1个恢复装置，拾取装置立刻恢复20点闪避
99004		[773984]			每隔15S在附近创造1个恢复装置，拾取装置立刻恢复20点闪避
99005		[773985]			连击次数每达到50次普攻将额外附加100点真实伤害（可叠加5层）（连击中断将重新计算）
99006		[773986]			连击次数每达到50次普攻将额外附加100点真实伤害（可叠加5层）（连击中断将重新计算）
99007		[773987]			连击次数每达到50次普攻将额外附加100点真实伤害（可叠加5层）（连击中断将重新计算）
99008		[773988]			连击次数每达到50次普攻将额外附加100点真实伤害（可叠加5层）（连击中断将重新计算）
99009		[773989]			闪避上限值增加500点
99010		[773990]			闪避上限值增加500点
99011		[773991]			闪避上限值增加500点
99012		[773992]			闪避上限值增加500点
99013		[773993]			血量上限提升2000；获得1层抵挡伤害的护盾，25S恢复
99014		[773994]			血量上限提升2000；获得1层抵挡伤害的护盾，25S恢复
99015		[773995]			血量上限提升2000；获得1层抵挡伤害的护盾，25S恢复
99016		[773996]			血量上限提升2000；获得1层抵挡伤害的护盾，25S恢复
99017		[763101]			每隔10S将获得火力支援，再自身周围召唤火圈对圈内的敌人造成X点伤害，火圈每对1个敌人造成伤害则恢复1点充能
99018		[763126]			每隔10S将获得火力支援，再自身周围召唤火圈对圈内的敌人造成X点伤害，火圈每对1个敌人造成伤害则恢复1点充能
99019		[763130]			每隔10S将获得火力支援，再自身周围召唤火圈对圈内的敌人造成X点伤害，火圈每对1个敌人造成伤害则恢复1点充能
99020		[763134]			每隔10S将获得火力支援，再自身周围召唤火圈对圈内的敌人造成X点伤害，火圈每对1个敌人造成伤害则恢复1点充能
99021		[763105]			将召唤1个缓慢跟随的攻击立场，处于攻击立场中的成员将获得攻击加成；处于立场中每5S将恢复1点能量
99022		[763138]			将召唤1个缓慢跟随的攻击立场，处于攻击立场中的成员将获得攻击加成；处于立场中每5S将恢复1点能量
99023		[763144]			将召唤1个缓慢跟随的攻击立场，处于攻击立场中的成员将获得攻击加成；处于立场中每5S将恢复1点能量
99024		[763150]			将召唤1个缓慢跟随的攻击立场，处于攻击立场中的成员将获得攻击加成；处于立场中每5S将恢复1点能量
99025		[763112]			成员的QTE将标记敌人，被标记的目标将额外受到10%的伤害，持续20S
99026		[763156]			成员的QTE将标记敌人，被标记的目标将额外受到10%的伤害，持续20S
99027		[763158]			成员的QTE将标记敌人，被标记的目标将额外受到10%的伤害，持续20S
99028		[763160]			成员的QTE将标记敌人，被标记的目标将额外受到10%的伤害，持续20S
99029		[763115]			每次削球（3消和1消都算1次削球）；且有概率额外获得1个基础信号球
99030		[763168]			每次削球（3消和1消都算1次削球）；且有概率额外获得1个基础信号球
99031		[763169]			每次削球（3消和1消都算1次削球）；且有概率额外获得1个基础信号球
99032		[763170]			每次削球（3消和1消都算1次削球）；且有概率额外获得1个基础信号球
99033		[763117]			每击败1个敌人获得10%攻击加成，累计3层
99034		[763177]			每击败1个敌人获得10%攻击加成，累计3层
99035		[763180]			每击败1个敌人获得10%攻击加成，累计3层
99036		[763183]			每击败1个敌人获得10%攻击加成，累计3层
99037		[774005]			每次造成伤害时有20%的概率恢复2点能量
99038		[774006]			每次造成伤害时有20%的概率恢复2点能量
99039		[774007]			每次造成伤害时有20%的概率恢复2点能量
99040		[774008]			每次造成伤害时有20%的概率恢复2点能量
99041		[774009]			每次获得基础信号球时，有20%概率额外再获得1个随机基础信号球
99042		[774010]			每次获得基础信号球时，有20%概率额外再获得1个随机基础信号球
99043		[774011]			每次获得基础信号球时，有20%概率额外再获得1个随机基础信号球
99044		[774012]			每次获得基础信号球时，有20%概率额外再获得1个随机基础信号球
99201		[774017]			每10S获得2点充能
99202		[774018]			每10S获得2点充能
99203		[774019]			每10S获得2点充能
99204		[774020]			每10S获得2点充能
99205		[774021]			连击次数每达到50次恢复5点充能
99206		[774022]			连击次数每达到50次恢复5点充能
99207		[774023]			连击次数每达到50次恢复5点充能
99208		[774024]			连击次数每达到50次恢复5点充能
99209		[774025]			每次触发极限闪避恢复5点充能
99210		[774026]			每次触发极限闪避恢复5点充能
99211		[774027]			每次触发极限闪避恢复5点充能
99212		[774028]			每次触发极限闪避恢复5点充能
99213		[774029]			每次切换角色上场时将恢复5点充能
99214		[774030]			每次切换角色上场时将恢复5点充能
99215		[774031]			每次切换角色上场时将恢复5点充能
99216		[774032]			每次切换角色上场时将恢复5点充能
99225		[763122]			每次释放QTE特技能将恢复1点充能
99226		[763162]			每次释放QTE特技能将恢复1点充能
99227		[763164]			每次释放QTE特技能将恢复1点充能
99228		[763166]			每次释放QTE特技能将恢复1点充能
99229		[763123]			每次削球（3消和1消都算1次削球）时将有概率获得1点充能
99230		[763171]			每次削球（3消和1消都算1次削球）时将有概率获得1点充能
99231		[763173]			每次削球（3消和1消都算1次削球）时将有概率获得1点充能
99232		[763175]			每次削球（3消和1消都算1次削球）时将有概率获得1点充能
99233		[763124]			每次受到伤害将恢复1点充能，且本队成员阵亡时回100点充能
99234		[763186]			每次受到伤害将恢复1点充能，且本队成员阵亡时回100点充能
99235		[763189]			每次受到伤害将恢复1点充能，且本队成员阵亡时回100点充能
99236		[763192]			每次受到伤害将恢复1点充能，且本队成员阵亡时回100点充能
99237		[774001]			每次释放必杀技，恢复5点充能
99238		[774002]			每次释放必杀技，恢复5点充能
99239		[774003]			每次释放必杀技，恢复5点充能
99240		[774004]			每次释放必杀技，恢复5点充能
99241		[774013]			每次获得基础信号球时，有20%概率获得1点充能
99242		[774014]			每次获得基础信号球时，有20%概率获得1点充能
99243		[774015]			每次获得基础信号球时，有20%概率获得1点充能
99244		[774016]			每次获得基础信号球时，有20%概率获得1点充能
99301		[770352]			拥有护盾时，则拥有护盾时，造成的伤害提高100%
99302		[774035]			则治疗加成增加100%，每次恢复生命将获得20%攻击加成持续5秒（可叠加5层）
99303			[763125]		所有敌人获得散失效果
99304		[774038]			获得当前血量20%的护盾，每25S获得1次（不可叠加），护盾被击破时全队伤害加深率增加20%。持续5s
99305		[774041]			获得当前血量20%的护盾，每25S获得1次（不可叠加），护盾被击破时全队伤害加深率增加20%。持续5s
